,Oppositionteam,Team,city,conceded,date,dots,economyRate,foursConceded,fullName,maidens,media,name,noballs,overs,sixesConceded,wickets,wides
2,Scotland,Scotland,Durban,44,2007-09-12,5,11.00,5,Dougie Brown,0,,DR Brown,0,4,1,0,3
3,Scotland,Scotland,Durban,49,2007-09-12,6,12.25,4,Majid Haq,0,,RM Haq,0,4,3,2,0
4,Scotland,Scotland,Durban,29,2007-09-12,8,7.25,3,Craig Wright,0,,CM Wright,0,4,0,3,1
0,Scotland,Scotland,Durban,28,2007-09-12,10,7.30,5,Mohammad Asif,0,,Mohammad Asif,0,3.5,0,1,0
1,Scotland,Scotland,Durban,25,2007-09-12,11,6.25,2,Umar Gul,0,,Umar Gul,1,4,0,4,2
2,Scotland,Scotland,Durban,24,2007-09-12,10,6.00,3,Mohammad Hafeez,0,,Mohammad Hafeez,0,4,0,1,1
3,Scotland,Scotland,Durban,19,2007-09-12,13,4.75,2,Shahid Afridi,0,,Shahid Afridi,0,4,0,4,2
4,Scotland,Scotland,Durban,14,2007-09-12,8,4.66,1,Yasir Arafat,0,,Yasir Arafat,0,3,0,0,0
5,Scotland,Scotland,Durban,3,2007-09-12,3,3.00,0,Shoaib Malik,0,,Shoaib Malik,0,1,0,0,0
0,Bangladesh,Bangladesh,Johannesburg,10,2007-09-13,15,2.50,0,Syed Rasel,1,,Syed Rasel,0,4,0,1,0
1,Bangladesh,Bangladesh,Johannesburg,25,2007-09-13,10,6.25,2,Abdur Razzak,0,,Abdur Razzak,0,4,1,2,0
2,Bangladesh,Bangladesh,Johannesburg,16,2007-09-13,8,8.00,3,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,2,0,0,3
3,Bangladesh,Bangladesh,Johannesburg,22,2007-09-13,3,11.00,2,Farhad Reza,0,,Farhad Reza,0,2,1,0,0
4,Bangladesh,Bangladesh,Johannesburg,34,2007-09-13,10,8.50,2,Shakib Al Hasan,0,,Shakib Al Hasan,0,4,1,4,1
5,Bangladesh,Bangladesh,Johannesburg,55,2007-09-13,5,13.75,3,Mohammad Ashraful,0,,Mohammad Ashraful,0,4,5,1,0
0,Bangladesh,Bangladesh,Johannesburg,28,2007-09-13,9,9.33,6,Daren Powell,0,,DBL Powell,0,3,0,0,0
1,Bangladesh,Bangladesh,Johannesburg,35,2007-09-13,12,8.75,2,Ravi Rampaul,0,,R Rampaul,0,4,2,2,2
2,Bangladesh,Bangladesh,Johannesburg,22,2007-09-13,6,5.50,1,Chris Gayle,0,,CH Gayle,0,4,0,0,0
3,Bangladesh,Bangladesh,Johannesburg,33,2007-09-13,6,11.00,4,Fidel Edwards,0,,FH Edwards,1,3,1,0,1
4,Bangladesh,Bangladesh,Johannesburg,34,2007-09-13,1,17.00,5,Dwayne Bravo,0,,DJ Bravo,0,2,1,0,1
5,Bangladesh,Bangladesh,Johannesburg,10,2007-09-13,7,5.00,0,Ramnaresh Sarwan,0,,RR Sarwan,0,2,0,2,0
0,Zimbabwe,Zimbabwe,Cape Town,31,2007-09-13,12,7.75,3,Elton Chigumbura,0,,E Chigumbura,0,4,1,4,1
1,Zimbabwe,Zimbabwe,Cape Town,34,2007-09-13,4,11.33,4,Gary Brent,0,,GB Brent,0,3,1,0,0
2,Zimbabwe,Zimbabwe,Cape Town,22,2007-09-13,4,11.00,1,Tawanda Mupariwa,0,,T Mupariwa,0,2,2,1,0
3,Zimbabwe,Zimbabwe,Cape Town,27,2007-09-13,4,6.75,1,Prosper Utseya,0,,P Utseya,0,4,0,1,0
4,Zimbabwe,Zimbabwe,Cape Town,20,2007-09-13,1,10.00,1,Tatenda Taibu,0,,T Taibu,0,2,1,0,0
5,Zimbabwe,Zimbabwe,Cape Town,29,2007-09-13,4,14.50,3,Keith Dabengwa,0,,KM Dabengwa,0,2,2,0,1
6,Zimbabwe,Zimbabwe,Cape Town,24,2007-09-13,6,8.00,0,Chamu Chibhabha,0,,CJ Chibhabha,0,3,2,1,1
0,Zimbabwe,Zimbabwe,Cape Town,29,2007-09-13,11,7.25,5,Stuart Broad,0,,SCJ Broad,0,4,0,1,0
1,Zimbabwe,Zimbabwe,Cape Town,31,2007-09-13,4,10.33,3,James Anderson,0,,JM Anderson,0,3,1,0,0
2,Zimbabwe,Zimbabwe,Cape Town,18,2007-09-13,8,6.00,2,Andrew Flintoff,0,,A Flintoff,0,3,0,0,0
3,Zimbabwe,Zimbabwe,Cape Town,18,2007-09-13,12,4.50,0,Dimitri Mascarenhas,0,,AD Mascarenhas,0,4,1,3,0
4,Zimbabwe,Zimbabwe,Cape Town,15,2007-09-13,10,3.75,0,Chris Schofield,0,,CP Schofield,0,4,0,2,0
5,Zimbabwe,Zimbabwe,Cape Town,23,2007-09-13,2,11.50,1,Paul Collingwood,0,,PD Collingwood,0,2,1,1,1
0,Australia,Australia,Cape Town,31,2007-09-14,10,7.75,3,Brett Lee,0,,B Lee,1,4,1,1,0
1,Australia,Australia,Cape Town,16,2007-09-14,13,4.00,0,Nathan Bracken,0,,NW Bracken,0,4,1,3,0
2,Australia,Australia,Cape Town,24,2007-09-14,13,6.00,3,Stuart Clark,0,,SR Clark,2,4,0,2,0
3,Australia,Australia,Cape Town,22,2007-09-14,11,5.50,2,Mitchell Johnson,0,,MG Johnson,0,4,0,3,0
4,Australia,Australia,Cape Town,28,2007-09-14,1,14.00,2,Andrew Symonds,0,,A Symonds,0,2,2,0,0
5,Australia,Australia,Cape Town,14,2007-09-14,4,7.00,2,Michael Clarke,0,,MJ Clarke,0,2,0,0,0
0,Australia,Australia,Cape Town,23,2007-09-14,7,7.66,4,Stuart Broad,0,,SCJ Broad,0,3,0,0,0
1,Australia,Australia,Cape Town,25,2007-09-14,10,6.25,2,Andrew Flintoff,0,,A Flintoff,0,4,0,1,0
2,Australia,Australia,Cape Town,16,2007-09-14,1,16.00,1,Paul Collingwood,0,,PD Collingwood,0,1,1,0,0
3,Australia,Australia,Cape Town,17,2007-09-14,1,17.00,4,James Kirtley,0,,RJ Kirtley,0,1,0,0,0
4,Australia,Australia,Cape Town,22,2007-09-14,1,11.00,2,Dimitri Mascarenhas,0,,AD Mascarenhas,0,2,1,0,0
5,Australia,Australia,Cape Town,31,2007-09-14,10,8.08,4,Chris Schofield,0,,CP Schofield,0,3.5,1,1,0
0,Pakistan,Pakistan,Durban,18,2007-09-14,17,4.50,3,Mohammad Asif,0,,Mohammad Asif,0,4,0,4,1
1,Pakistan,Pakistan,Durban,27,2007-09-14,12,6.75,4,Umar Gul,0,,Umar Gul,0,4,0,0,1
2,Pakistan,Pakistan,Durban,39,2007-09-14,9,9.75,2,Yasir Arafat,0,,Yasir Arafat,0,4,3,1,0
3,Pakistan,Pakistan,Durban,18,2007-09-14,11,4.50,1,Sohail Tanvir,0,,Sohail Tanvir,0,4,0,1,1
4,Pakistan,Pakistan,Durban,37,2007-09-14,6,9.25,2,Shahid Afridi,0,,Shahid Afridi,0,4,2,2,0
0,Pakistan,Pakistan,Durban,23,2007-09-14,15,5.75,2,RP Singh,0,,RP Singh,0,4,1,1,3
1,Pakistan,Pakistan,Durban,29,2007-09-14,12,7.25,4,Sreesanth,0,,S Sreesanth,1,4,0,0,1
2,Pakistan,Pakistan,Durban,35,2007-09-14,7,8.75,5,Ajit Agarkar,0,,AB Agarkar,0,4,0,1,0
3,Pakistan,Pakistan,Durban,20,2007-09-14,14,5.00,3,Irfan Pathan,1,,IK Pathan,0,4,0,2,1
4,Pakistan,Pakistan,Durban,32,2007-09-14,6,8.00,2,Harbhajan Singh,0,,Harbhajan Singh,0,4,1,1,0
0,Kenya,Kenya,Johannesburg,14,2007-09-14,11,4.66,2,Thomas Odoyo,0,,TM Odoyo,0,3,0,1,1
1,Kenya,Kenya,Johannesburg,53,2007-09-14,5,13.25,6,Peter Ongondo,0,,PJ Ongondo,1,4,2,0,0
2,Kenya,Kenya,Johannesburg,57,2007-09-14,4,14.25,7,Nehemiah Odhiambo,0,,NN Odhiambo,0,4,2,1,2
3,Kenya,Kenya,Johannesburg,61,2007-09-14,4,15.25,6,Lameck Onyango,0,,LN Onyango,0,4,4,0,0
4,Kenya,Kenya,Johannesburg,48,2007-09-14,7,12.00,6,Jimmy Kamande,0,,JK Kamande,0,4,2,3,1
5,Kenya,Kenya,Johannesburg,25,2007-09-14,1,25.00,3,Steve Tikolo,0,,SO Tikolo,1,1,1,0,1
0,Kenya,Kenya,Johannesburg,15,2007-09-14,15,3.75,0,Chaminda Vaas,1,,WPUJC Vaas,0,4,1,2,0
1,Kenya,Kenya,Johannesburg,23,2007-09-14,12,7.66,2,Dilhara Fernando,0,,CRD Fernando,0,3,0,0,5
2,Kenya,Kenya,Johannesburg,9,2007-09-14,10,3.00,0,Sanath Jayasuriya,0,,ST Jayasuriya,0,3,0,1,0
3,Kenya,Kenya,Johannesburg,13,2007-09-14,10,4.33,1,Lasith Malinga,0,,SL Malinga,0,3,0,2,1
4,Kenya,Kenya,Johannesburg,11,2007-09-14,5,5.50,1,Chamara Silva,0,,LPC Silva,0,2,0,0,0
5,Kenya,Kenya,Johannesburg,12,2007-09-14,6,4.00,0,Gayan Wijekoon,0,,G Wijekoon,0,3,0,1,0
6,Kenya,Kenya,Johannesburg,4,2007-09-14,5,2.66,0,Tillakaratne Dilshan,0,,TM Dilshan,0,1.3,0,2,0
0,Sri,Sri,Johannesburg,27,2007-09-15,9,6.75,2,Chaminda Vaas,0,,WPUJC Vaas,0,4,1,0,0
1,Sri,Sri,Johannesburg,31,2007-09-15,9,7.75,1,Dilhara Fernando,0,,CRD Fernando,0,4,1,2,1
2,Sri,Sri,Johannesburg,25,2007-09-15,7,6.25,2,Sanath Jayasuriya,0,,ST Jayasuriya,0,4,0,1,0
3,Sri,Sri,Johannesburg,50,2007-09-15,5,12.50,0,Gayan Wijekoon,0,,G Wijekoon,0,4,4,1,2
4,Sri,Sri,Johannesburg,28,2007-09-15,8,7.00,2,Lasith Malinga,0,,SL Malinga,0,4,1,1,1
0,Sri,Sri,Johannesburg,45,2007-09-15,9,11.25,7,Shane Bond,0,,SE Bond,0,4,1,0,0
1,Sri,Sri,Johannesburg,23,2007-09-15,9,7.66,3,Chris Martin,0,,CS Martin,0,3,1,0,0
2,Sri,Sri,Johannesburg,29,2007-09-15,7,10.23,1,Mark Gillespie,0,,MR Gillespie,0,2.5,2,0,1
3,Sri,Sri,Johannesburg,23,2007-09-15,9,5.75,0,Daniel Vettori,0,,DL Vettori,0,4,1,2,0
4,Sri,Sri,Johannesburg,16,2007-09-15,8,5.33,2,Scott Styris,0,,SB Styris,0,3,0,1,0
5,Sri,Sri,Johannesburg,21,2007-09-15,4,10.50,1,Jacob Oram,0,,JDP Oram,0,2,1,0,0
0,South,South,Cape Town,40,2007-09-15,7,11.42,5,Shaun Pollock,0,,SM Pollock,0,3.3,2,3,0
1,South,South,Cape Town,31,2007-09-15,4,15.50,4,Makhaya Ntini,0,,M Ntini,0,2,2,1,0
2,South,South,Cape Town,21,2007-09-15,14,5.25,3,Morne Morkel,0,,M Morkel,1,4,0,2,1
3,South,South,Cape Town,13,2007-09-15,14,3.25,0,Johan van der Wath,0,,JJ van der Wath,0,4,0,1,1
4,South,South,Cape Town,23,2007-09-15,16,5.75,0,Vernon Philander,0,,VD Philander,0,4,3,2,0
5,South,South,Cape Town,6,2007-09-15,7,3.00,0,Albie Morkel,0,,JA Morkel,0,2,0,0,1
0,South,South,Cape Town,33,2007-09-15,9,8.60,4,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,3.5,1,0,0
1,South,South,Cape Town,28,2007-09-15,11,7.00,5,Syed Rasel,0,,Syed Rasel,0,4,0,0,0
2,South,South,Cape Town,26,2007-09-15,11,6.50,0,Abdur Razzak,0,,Abdur Razzak,0,4,2,2,0
3,South,South,Cape Town,17,2007-09-15,3,8.50,2,Mohammad Ashraful,0,,Mohammad Ashraful,0,2,0,0,1
4,South,South,Cape Town,28,2007-09-15,8,7.00,2,Shakib Al Hasan,0,,Shakib Al Hasan,0,4,1,1,0
5,South,South,Cape Town,13,2007-09-15,0,13.00,2,Farhad Reza,0,,Farhad Reza,0,1,0,0,0
0,Australia,Australia,Cape Town,27,2007-09-16,13,6.75,3,Brett Lee,0,,B Lee,3,4,0,3,1
1,Australia,Australia,Cape Town,14,2007-09-16,8,4.66,1,Nathan Bracken,0,,NW Bracken,0,3,0,2,0
2,Australia,Australia,Cape Town,13,2007-09-16,15,3.25,1,Stuart Clark,0,,SR Clark,0,4,0,1,1
3,Australia,Australia,Cape Town,28,2007-09-16,11,7.00,3,Mitchell Johnson,0,,MG Johnson,2,4,0,1,1
4,Australia,Australia,Cape Town,10,2007-09-16,3,5.00,0,Andrew Symonds,0,,A Symonds,0,2,0,0,0
5,Australia,Australia,Cape Town,28,2007-09-16,7,9.33,1,Michael Clarke,0,,MJ Clarke,0,3,1,1,2
0,Australia,Australia,Cape Town,27,2007-09-16,12,7.04,5,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,3.5,0,0,0
1,Australia,Australia,Cape Town,25,2007-09-16,4,12.50,2,Syed Rasel,0,,Syed Rasel,0,2,2,0,1
2,Australia,Australia,Cape Town,34,2007-09-16,10,8.50,1,Abdur Razzak,0,,Abdur Razzak,1,4,3,0,0
3,Australia,Australia,Cape Town,15,2007-09-16,3,7.50,0,Shakib Al Hasan,0,,Shakib Al Hasan,0,2,1,0,0
4,Australia,Australia,Cape Town,23,2007-09-16,2,11.50,2,Alok Kapali,0,,Alok Kapali,0,2,1,0,0
0,India,India,Johannesburg,37,2007-09-16,8,12.33,4,Sreesanth,0,,S Sreesanth,0,3,3,1,0
1,India,India,Johannesburg,29,2007-09-16,12,7.25,5,RP Singh,0,,RP Singh,0,4,0,2,2
2,India,India,Johannesburg,40,2007-09-16,8,10.00,3,Ajit Agarkar,0,,AB Agarkar,0,4,2,0,0
3,India,India,Johannesburg,16,2007-09-16,4,8.00,2,Irfan Pathan,0,,IK Pathan,0,2,0,0,1
4,India,India,Johannesburg,24,2007-09-16,12,6.00,1,Harbhajan Singh,0,,Harbhajan Singh,0,4,1,2,1
5,India,India,Johannesburg,38,2007-09-16,4,12.66,2,Yuvraj Singh,0,,Yuvraj Singh,0,3,3,1,0
0,India,India,Johannesburg,39,2007-09-16,7,9.75,5,Shane Bond,0,,SE Bond,0,4,1,1,0
1,India,India,Johannesburg,42,2007-09-16,9,10.50,6,Mark Gillespie,0,,MR Gillespie,0,4,1,0,2
2,India,India,Johannesburg,38,2007-09-16,3,12.66,6,Jeetan Patel,0,,JS Patel,0,3,1,1,0
3,India,India,Johannesburg,14,2007-09-16,4,7.00,2,Jacob Oram,0,,JDP Oram,0,2,0,1,0
4,India,India,Johannesburg,20,2007-09-16,12,5.00,1,Daniel Vettori,0,,DL Vettori,0,4,1,4,0
5,India,India,Johannesburg,25,2007-09-16,2,8.33,3,Scott Styris,0,,SB Styris,0,3,0,0,0
0,England,England,Cape Town,22,2007-09-16,13,5.50,3,James Anderson,0,,JM Anderson,0,4,0,1,2
1,England,England,Cape Town,37,2007-09-16,12,9.25,7,Stuart Broad,0,,SCJ Broad,0,4,0,3,2
2,England,England,Cape Town,23,2007-09-16,12,5.75,3,Andrew Flintoff,0,,A Flintoff,0,4,0,2,1
3,England,England,Cape Town,24,2007-09-16,5,8.00,1,Dimitri Mascarenhas,0,,AD Mascarenhas,0,3,1,1,0
4,England,England,Cape Town,34,2007-09-16,9,8.50,1,Chris Schofield,0,,CP Schofield,0,4,3,1,1
5,England,England,Cape Town,12,2007-09-16,0,12.00,0,Jeremy Snape,0,,JN Snape,0,1,1,0,0
0,England,England,Cape Town,17,2007-09-16,14,4.25,1,Shaun Pollock,1,,SM Pollock,0,4,0,2,0
1,England,England,Cape Town,29,2007-09-16,10,7.25,4,Makhaya Ntini,0,,M Ntini,0,4,0,0,1
2,England,England,Cape Town,20,2007-09-16,12,5.00,2,Morne Morkel,0,,M Morkel,0,4,0,1,0
3,England,England,Cape Town,30,2007-09-16,8,7.50,2,Johan van der Wath,0,,JJ van der Wath,0,4,1,1,0
4,England,England,Cape Town,22,2007-09-16,3,11.00,0,Vernon Philander,0,,VD Philander,0,2,2,0,0
5,England,England,Cape Town,12,2007-09-16,4,6.00,1,Albie Morkel,0,,JA Morkel,0,2,0,2,1
0,Sri,Sri,Johannesburg,23,2007-09-17,13,5.75,3,Chaminda Vaas,0,,WPUJC Vaas,0,4,0,1,0
1,Sri,Sri,Johannesburg,17,2007-09-17,18,4.25,1,Dilhara Fernando,1,,CRD Fernando,1,4,1,2,0
2,Sri,Sri,Johannesburg,43,2007-09-17,5,10.75,4,Lasith Malinga,0,,SL Malinga,1,4,0,3,2
3,Sri,Sri,Johannesburg,64,2007-09-17,0,16.00,3,Sanath Jayasuriya,0,,ST Jayasuriya,0,4,5,0,0
4,Sri,Sri,Johannesburg,39,2007-09-17,4,9.75,1,Gayan Wijekoon,0,,G Wijekoon,0,4,2,0,0
0,Sri,Sri,Johannesburg,47,2007-09-17,9,11.75,5,Mohammad Asif,0,,Mohammad Asif,2,4,2,2,1
1,Sri,Sri,Johannesburg,26,2007-09-17,12,6.50,1,Sohail Tanvir,0,,Sohail Tanvir,0,4,1,1,4
2,Sri,Sri,Johannesburg,46,2007-09-17,4,11.50,1,Mohammad Hafeez,0,,Mohammad Hafeez,0,4,4,1,2
3,Sri,Sri,Johannesburg,18,2007-09-17,13,4.50,2,Shahid Afridi,0,,Shahid Afridi,0,4,0,3,1
4,Sri,Sri,Johannesburg,14,2007-09-17,11,3.50,0,Umar Gul,0,,Umar Gul,0,4,0,2,1
0,Pakistan,Pakistan,Johannesburg,34,2007-09-18,8,8.50,5,Mohammad Asif,0,,Mohammad Asif,0,4,0,1,2
1,Pakistan,Pakistan,Johannesburg,31,2007-09-18,9,7.75,4,Sohail Tanvir,0,,Sohail Tanvir,0,4,0,3,1
2,Pakistan,Pakistan,Johannesburg,35,2007-09-18,8,8.75,4,Shahid Afridi,1,,Shahid Afridi,0,4,1,1,0
3,Pakistan,Pakistan,Johannesburg,31,2007-09-18,5,7.75,3,Mohammad Hafeez,0,,Mohammad Hafeez,0,4,0,1,0
4,Pakistan,Pakistan,Johannesburg,29,2007-09-18,8,7.25,3,Umar Gul,0,,Umar Gul,0,4,0,0,0
0,Pakistan,Pakistan,Johannesburg,30,2007-09-18,13,7.50,3,Brett Lee,0,,B Lee,1,4,1,0,0
1,Pakistan,Pakistan,Johannesburg,35,2007-09-18,9,8.75,3,Nathan Bracken,0,,NW Bracken,0,4,2,0,0
2,Pakistan,Pakistan,Johannesburg,27,2007-09-18,10,6.75,2,Stuart Clark,0,,SR Clark,0,4,1,3,0
3,Pakistan,Pakistan,Johannesburg,28,2007-09-18,13,7.00,3,Mitchell Johnson,0,,MG Johnson,0,4,0,1,4
4,Pakistan,Pakistan,Johannesburg,27,2007-09-18,1,12.46,4,Andrew Symonds,0,,A Symonds,0,2.1,0,0,1
5,Pakistan,Pakistan,Johannesburg,17,2007-09-18,0,17.00,2,Michael Clarke,0,,MJ Clarke,0,1,1,0,0
0,Bangladesh,Bangladesh,Johannesburg,39,2007-09-18,8,9.75,6,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,4,0,1,0
1,Bangladesh,Bangladesh,Johannesburg,26,2007-09-18,12,6.50,2,Syed Rasel,1,,Syed Rasel,0,4,1,1,0
2,Bangladesh,Bangladesh,Johannesburg,14,2007-09-18,2,7.00,0,Mohammad Ashraful,0,,Mohammad Ashraful,1,2,0,0,0
3,Bangladesh,Bangladesh,Johannesburg,19,2007-09-18,9,4.75,0,Mahmudullah,0,,Mahmudullah,0,4,0,1,0
4,Bangladesh,Bangladesh,Johannesburg,22,2007-09-18,6,7.33,1,Shakib Al Hasan,0,,Shakib Al Hasan,0,3,1,1,0
5,Bangladesh,Bangladesh,Johannesburg,20,2007-09-18,5,6.66,1,Abdur Razzak,0,,Abdur Razzak,0,3,0,1,2
0,Bangladesh,Bangladesh,Johannesburg,14,2007-09-18,14,3.50,0,Chaminda Vaas,0,,WPUJC Vaas,0,4,0,2,0
1,Bangladesh,Bangladesh,Johannesburg,21,2007-09-18,9,7.00,4,Dilhara Fernando,1,,CRD Fernando,0,3,0,2,0
2,Bangladesh,Bangladesh,Johannesburg,16,2007-09-18,7,5.33,1,Farveez Maharoof,0,,MF Maharoof,0,3,0,1,0
3,Bangladesh,Bangladesh,Johannesburg,19,2007-09-18,2,9.50,1,Tillakaratne Dilshan,0,,TM Dilshan,0,2,1,0,0
4,Bangladesh,Bangladesh,Johannesburg,8,2007-09-18,8,4.00,1,Lasith Malinga,0,,SL Malinga,0,2,0,1,0
5,Bangladesh,Bangladesh,Johannesburg,4,2007-09-18,8,2.18,0,Sanath Jayasuriya,0,,ST Jayasuriya,0,1.5,0,2,0
0,England,England,Durban,24,2007-09-18,13,6.00,1,James Anderson,0,,JM Anderson,0,4,1,2,3
1,England,England,Durban,35,2007-09-18,9,8.75,4,Stuart Broad,0,,SCJ Broad,0,4,1,1,1
2,England,England,Durban,11,2007-09-18,8,3.66,0,Andrew Flintoff,0,,A Flintoff,0,3,0,1,0
3,England,England,Durban,43,2007-09-18,8,10.75,2,Dimitri Mascarenhas,0,,AD Mascarenhas,0,4,4,0,0
4,England,England,Durban,30,2007-09-18,4,10.00,1,Paul Collingwood,0,,PD Collingwood,0,3,2,1,0
5,England,England,Durban,12,2007-09-18,0,12.00,0,Chris Schofield,0,,CP Schofield,0,1,1,0,0
6,England,England,Durban,6,2007-09-18,3,6.00,1,Darren Maddy,0,,DL Maddy,0,1,0,2,0
0,England,England,Durban,20,2007-09-18,12,5.00,1,Shane Bond,0,,SE Bond,0,4,1,2,0
1,England,England,Durban,37,2007-09-18,4,9.25,3,Mark Gillespie,0,,MR Gillespie,0,4,0,0,1
2,England,England,Durban,26,2007-09-18,1,13.00,3,Jacob Oram,0,,JDP Oram,0,2,1,0,0
3,England,England,Durban,37,2007-09-18,8,9.25,3,Chris Martin,0,,CS Martin,0,4,2,1,0
4,England,England,Durban,20,2007-09-18,7,5.00,0,Daniel Vettori,0,,DL Vettori,0,4,0,2,0
5,England,England,Durban,19,2007-09-18,1,9.50,1,Scott Styris,0,,SB Styris,0,2,1,0,0
0,England,England,Durban,25,2007-09-19,9,6.25,1,James Anderson,0,,JM Anderson,0,4,0,0,4
1,England,England,Durban,60,2007-09-19,7,15.00,1,Stuart Broad,0,,SCJ Broad,0,4,7,0,2
2,England,England,Durban,33,2007-09-19,8,8.25,2,Andrew Flintoff,0,,A Flintoff,0,4,1,1,1
3,England,England,Durban,15,2007-09-19,0,15.00,1,Dimitri Mascarenhas,0,,AD Mascarenhas,0,1,1,0,0
4,England,England,Durban,45,2007-09-19,8,11.25,6,Chris Tremlett,0,,CT Tremlett,1,4,1,2,2
5,England,England,Durban,13,2007-09-19,1,13.00,1,Paul Collingwood,0,,PD Collingwood,0,1,1,0,0
6,England,England,Durban,20,2007-09-19,4,10.00,3,Darren Maddy,0,,DL Maddy,0,2,0,1,0
0,England,England,Durban,38,2007-09-19,6,9.50,4,Sreesanth,0,,S Sreesanth,0,4,1,0,1
1,England,England,Durban,28,2007-09-19,9,7.00,3,RP Singh,0,,RP Singh,0,4,0,2,1
2,England,England,Durban,57,2007-09-19,4,14.25,6,Joginder Sharma,0,,Joginder Sharma,0,4,3,0,0
3,England,England,Durban,37,2007-09-19,8,9.25,3,Irfan Pathan,0,,IK Pathan,0,4,2,3,1
4,England,England,Durban,35,2007-09-19,4,8.75,2,Harbhajan Singh,0,,Harbhajan Singh,0,4,0,1,2
0,South,South,Durban,41,2007-09-19,7,10.25,4,Shaun Pollock,0,,SM Pollock,0,4,2,0,2
1,South,South,Durban,23,2007-09-19,12,5.75,3,Andre Nel,0,,A Nel,0,4,0,0,0
2,South,South,Durban,17,2007-09-19,13,4.25,1,Morne Morkel,0,,M Morkel,1,4,0,4,0
3,South,South,Durban,31,2007-09-19,6,7.75,1,Johan van der Wath,0,,JJ van der Wath,0,4,1,2,3
4,South,South,Durban,30,2007-09-19,7,10.00,2,Albie Morkel,0,,JA Morkel,1,3,2,1,0
5,South,South,Durban,10,2007-09-19,1,10.00,0,Vernon Philander,0,,VD Philander,0,1,1,0,0
0,South,South,Durban,31,2007-09-19,11,7.75,4,Shane Bond,0,,SE Bond,0,4,0,1,4
1,South,South,Durban,11,2007-09-19,15,3.47,0,Mark Gillespie,1,,MR Gillespie,1,3.1,1,2,0
2,South,South,Durban,40,2007-09-19,10,10.00,4,Chris Martin,0,,CS Martin,1,4,2,1,0
3,South,South,Durban,50,2007-09-19,3,12.50,3,Jacob Oram,0,,JDP Oram,1,4,3,0,0
4,South,South,Durban,25,2007-09-19,7,6.25,1,Daniel Vettori,0,,DL Vettori,0,4,1,0,0
0,Australia,Australia,Cape Town,27,2007-09-20,7,6.75,3,Brett Lee,0,,B Lee,0,4,0,2,0
1,Australia,Australia,Cape Town,14,2007-09-20,12,4.00,1,Nathan Bracken,0,,NW Bracken,0,3.3,0,2,0
2,Australia,Australia,Cape Town,18,2007-09-20,10,4.50,1,Mitchell Johnson,0,,MG Johnson,0,4,0,0,1
3,Australia,Australia,Cape Town,20,2007-09-20,16,5.00,3,Stuart Clark,0,,SR Clark,1,4,0,4,0
4,Australia,Australia,Cape Town,19,2007-09-20,7,5.70,0,Shane Watson,0,,SR Watson,1,3.2,1,1,0
5,Australia,Australia,Cape Town,2,2007-09-20,2,3.00,0,Andrew Symonds,0,,A Symonds,0,0.4,0,1,0
0,Australia,Australia,Cape Town,21,2007-09-20,3,10.50,3,Chaminda Vaas,0,,WPUJC Vaas,1,2,0,0,0
1,Australia,Australia,Cape Town,12,2007-09-20,12,4.00,2,Dilhara Fernando,1,,CRD Fernando,0,3,0,0,0
2,Australia,Australia,Cape Town,34,2007-09-20,1,17.00,4,Farveez Maharoof,0,,MF Maharoof,0,2,1,0,1
3,Australia,Australia,Cape Town,13,2007-09-20,4,6.50,1,Tillakaratne Dilshan,0,,TM Dilshan,0,2,0,0,1
4,Australia,Australia,Cape Town,8,2007-09-20,1,8.00,1,Lasith Malinga,0,,SL Malinga,0,1,0,0,0
5,Australia,Australia,Cape Town,8,2007-09-20,0,24.00,0,Jehan Mubarak,0,,J Mubarak,0,0.2,1,0,0
0,Pakistan,Pakistan,Cape Town,26,2007-09-20,12,6.50,3,Mohammad Asif,0,,Mohammad Asif,0,4,0,1,2
1,Pakistan,Pakistan,Cape Town,27,2007-09-20,10,9.00,1,Sohail Tanvir,0,,Sohail Tanvir,2,3,1,0,3
2,Pakistan,Pakistan,Cape Town,25,2007-09-20,8,6.25,2,Shahid Afridi,0,,Shahid Afridi,0,4,0,1,0
3,Pakistan,Pakistan,Cape Town,27,2007-09-20,6,9.00,0,Mohammad Hafeez,0,,Mohammad Hafeez,0,3,2,2,1
4,Pakistan,Pakistan,Cape Town,17,2007-09-20,9,4.63,0,Umar Gul,0,,Umar Gul,1,3.4,0,1,0
5,Pakistan,Pakistan,Cape Town,15,2007-09-20,5,7.50,1,Shoaib Malik,0,,Shoaib Malik,1,2,0,2,0
0,Pakistan,Pakistan,Cape Town,45,2007-09-20,7,11.25,6,Mashrafe Mortaza,0,,Mashrafe Mortaza,0,4,1,1,1
1,Pakistan,Pakistan,Cape Town,34,2007-09-20,7,11.33,5,Syed Rasel,0,,Syed Rasel,1,3,1,1,0
2,Pakistan,Pakistan,Cape Town,16,2007-09-20,13,4.00,1,Abdur Razzak,0,,Abdur Razzak,0,4,0,2,1
3,Pakistan,Pakistan,Cape Town,17,2007-09-20,11,4.25,1,Shakib Al Hasan,0,,Shakib Al Hasan,0,4,0,0,0
4,Pakistan,Pakistan,Cape Town,28,2007-09-20,6,7.00,1,Mahmudullah,0,,Mahmudullah,0,4,1,1,1
