,Oppositionteam,Team,ballsFaced,city,date,fours,fullName,media,minutes,name,runs,sixes,strikeRate
3,Pakistan,Bangladesh,4,Nairobi,2007-09-02,1,Mohammad Ashraful,,-,Mohammad Ashraful,7,0,175.00
4,Pakistan,Bangladesh,11,Nairobi,2007-09-02,2,Alok Kapali,,-,Alok Kapali,19,1,172.72
5,Pakistan,Bangladesh,15,Nairobi,2007-09-02,1,Mahmudullah,,-,Mahmudullah,9,0,60.00
6,Pakistan,Bangladesh,14,Nairobi,2007-09-02,0,Mashrafe Mortaza,,-,Mashrafe Mortaza,10,0,71.42
7,Pakistan,Bangladesh,14,Nairobi,2007-09-02,2,Farhad Reza,,-,Farhad Reza,18,0,128.57
8,Pakistan,Bangladesh,2,Nairobi,2007-09-02,0,Mushfiqur Rahim,,-,Mushfiqur Rahim,1,0,50.00
0,Pakistan,Kenya,3,Nairobi,2007-09-04,1,David Obuya,,-,DO Obuya,4,0,133.33
1,Pakistan,Kenya,8,Nairobi,2007-09-04,0,Jimmy Kamande,,-,JK Kamande,0,0,0.00
2,Pakistan,Kenya,26,Nairobi,2007-09-04,2,Tanmay Mishra,,-,T Mishra,13,0,50.00
3,Pakistan,Kenya,23,Nairobi,2007-09-04,0,Collins Obuya,,-,CO Obuya,17,0,73.91
4,Pakistan,Kenya,7,Nairobi,2007-09-04,0,Thomas Odoyo,,-,TM Odoyo,5,0,71.42
5,Pakistan,Kenya,8,Nairobi,2007-09-04,0,Tony Suji,,-,AO Suji,4,0,50.00
6,Pakistan,Kenya,17,Nairobi,2007-09-04,0,Alex Obanda,,-,AA Obanda,5,0,29.41
7,Pakistan,Kenya,9,Nairobi,2007-09-04,0,Rajesh Bhudia,,-,RL Bhudia,9,1,100.00
8,Pakistan,Kenya,8,Nairobi,2007-09-04,0,Lameck Onyango,,-,LN Onyango,4,0,50.00
9,Pakistan,Kenya,7,Nairobi,2007-09-04,1,Peter Ongondo,,-,PJ Ongondo,16,1,228.57
10,Pakistan,Kenya,8,Nairobi,2007-09-04,0,Hiren Varaiya,,-,HA Varaiya,5,0,62.50
0,Kenya,Pakistan,33,Nairobi,2007-09-04,2,Shoaib Malik,,-,Shoaib Malik,42,3,127.27
1,Kenya,Pakistan,10,Nairobi,2007-09-04,2,Mohammad Hafeez,,-,Mohammad Hafeez,12,0,120.00
2,Kenya,Pakistan,36,Nairobi,2007-09-04,2,Misbah-ul-Haq,,-,Misbah-ul-Haq,31,1,86.11
3,Kenya,Pakistan,4,Nairobi,2007-09-04,0,Fawad Alam,,-,Fawad Alam,3,0,75.00
0,South,West,57,Johannesburg,2007-09-11,7,Chris Gayle,,75,CH Gayle,117,10,205.26
1,South,West,34,Johannesburg,2007-09-11,3,Devon Smith,,58,DS Smith,35,0,102.94
2,South,West,4,Johannesburg,2007-09-11,0,Marlon Samuels,,3,MN Samuels,6,1,150.00
3,South,West,10,Johannesburg,2007-09-11,1,Shivnarine Chanderpaul,,21,S Chanderpaul,11,0,110.00
4,South,West,4,Johannesburg,2007-09-11,0,Dwayne Smith,,4,DR Smith,1,0,25.00
5,South,West,8,Johannesburg,2007-09-11,0,Ramnaresh Sarwan,,10,RR Sarwan,12,1,150.00
6,South,West,4,Johannesburg,2007-09-11,1,Denesh Ramdin,,7,D Ramdin,6,0,150.00
7,South,West,0,Johannesburg,2007-09-11,0,Dwayne Bravo,,1,DJ Bravo,0,0,-
0,West,South,21,Johannesburg,2007-09-11,4,Graeme Smith,,31,GC Smith,28,1,133.33
1,West,South,55,Johannesburg,2007-09-11,14,Herschelle Gibbs,,101,HH Gibbs,90,2,163.63
2,West,South,9,Johannesburg,2007-09-11,1,AB de Villiers,,18,AB de Villiers,16,1,177.77
3,West,South,22,Johannesburg,2007-09-11,5,Justin Kemp,,50,JM Kemp,46,2,209.09
0,Zimbabwe,Australia,6,Cape Town,2007-09-12,0,Adam Gilchrist,,9,AC Gilchrist,4,0,66.66
1,Zimbabwe,Australia,2,Cape Town,2007-09-12,1,Matthew Hayden,,2,ML Hayden,4,0,200.00
2,Zimbabwe,Australia,15,Cape Town,2007-09-12,1,Ricky Ponting,,14,RT Ponting,8,0,53.33
3,Zimbabwe,Australia,25,Cape Town,2007-09-12,4,Andrew Symonds,,40,A Symonds,33,0,132.00
4,Zimbabwe,Australia,23,Cape Town,2007-09-12,1,Michael Hussey,,20,MEK Hussey,15,0,65.21
5,Zimbabwe,Australia,22,Cape Town,2007-09-12,2,Brad Hodge,,36,BJ Hodge,35,2,159.09
6,Zimbabwe,Australia,12,Cape Town,2007-09-12,0,Brad Haddin,,7,BJ Haddin,6,0,50.00
7,Zimbabwe,Australia,7,Cape Town,2007-09-12,1,Brett Lee,,6,B Lee,13,1,185.71
8,Zimbabwe,Australia,5,Cape Town,2007-09-12,1,Mitchell Johnson,,5,MG Johnson,9,0,180.00
9,Zimbabwe,Australia,3,Cape Town,2007-09-12,0,Nathan Bracken,,1,NW Bracken,4,0,133.33
0,Australia,Zimbabwe,15,Cape Town,2007-09-12,5,Vusi Sibanda,,16,V Sibanda,23,0,153.33
1,Australia,Zimbabwe,45,Cape Town,2007-09-12,4,Brendan Taylor,,80,BRM Taylor,60,2,133.33
2,Australia,Zimbabwe,14,Cape Town,2007-09-12,3,Chamu Chibhabha,,13,CJ Chibhabha,15,0,107.14
3,Australia,Zimbabwe,6,Cape Town,2007-09-12,0,Tatenda Taibu,,3,T Taibu,0,0,0.00
4,Australia,Zimbabwe,8,Cape Town,2007-09-12,0,Stuart Matsikenyeri,,11,S Matsikenyeri,3,0,37.50
5,Australia,Zimbabwe,28,Cape Town,2007-09-12,2,Hamilton Masakadza,,-,H Masakadza,27,0,96.42
6,Australia,Zimbabwe,3,Cape Town,2007-09-12,0,Elton Chigumbura,,6,E Chigumbura,4,0,133.33
0,New,Kenya,2,Durban,2007-09-12,0,Morris Ouma,,1,MA Ouma,0,0,0.00
1,New,Kenya,1,Durban,2007-09-12,0,David Obuya,,5,DO Obuya,0,0,0.00
2,New,Kenya,3,Durban,2007-09-12,0,Tanmay Mishra,,2,T Mishra,0,0,0.00
3,New,Kenya,2,Durban,2007-09-12,0,Steve Tikolo,,4,SO Tikolo,0,0,0.00
4,New,Kenya,25,Durban,2007-09-12,2,Collins Obuya,,41,CO Obuya,18,0,72.00
5,New,Kenya,26,Durban,2007-09-12,3,Thomas Odoyo,,27,TM Odoyo,18,0,69.23
6,New,Kenya,6,Durban,2007-09-12,0,Nehemiah Odhiambo,,7,NN Odhiambo,0,0,0.00
7,New,Kenya,12,Durban,2007-09-12,0,Alex Obanda,,10,AA Obanda,4,0,33.33
8,New,Kenya,13,Durban,2007-09-12,1,Jimmy Kamande,,19,JK Kamande,14,0,107.69
9,New,Kenya,9,Durban,2007-09-12,0,Rajesh Bhudia,,14,RL Bhudia,11,1,122.22
10,New,Kenya,2,Durban,2007-09-12,0,Peter Ongondo,,1,PJ Ongondo,0,0,0.00
0,Kenya,New,20,Durban,2007-09-12,4,Lou Vincent,,20,L Vincent,27,1,135.00
1,Kenya,New,13,Durban,2007-09-12,1,Brendon McCullum,,33,BB McCullum,16,1,123.07
2,Kenya,New,14,Durban,2007-09-12,1,Peter Fulton,,12,PG Fulton,21,2,150.00
0,Scotland,Pakistan,23,Durban,2007-09-12,2,Salman Butt,,19,Salman Butt,13,0,56.52
1,Scotland,Pakistan,3,Durban,2007-09-12,1,Imran Nazir,,8,Imran Nazir,4,0,133.33
2,Scotland,Pakistan,11,Durban,2007-09-12,3,Mohammad Hafeez,,23,Mohammad Hafeez,18,0,163.63
3,Scotland,Pakistan,29,Durban,2007-09-12,3,Younis Khan,,42,Younis Khan,41,2,141.37
4,Scotland,Pakistan,13,Durban,2007-09-12,1,Shoaib Malik,,16,Shoaib Malik,11,0,84.61
5,Scotland,Pakistan,7,Durban,2007-09-12,1,Shahid Afridi,,5,Shahid Afridi,22,2,314.28
6,Scotland,Pakistan,16,Durban,2007-09-12,4,Misbah-ul-Haq,,18,Misbah-ul-Haq,23,0,143.75
7,Scotland,Pakistan,10,Durban,2007-09-12,1,Kamran Akmal,,18,Kamran Akmal,16,1,160.00
8,Scotland,Pakistan,8,Durban,2007-09-12,1,Yasir Arafat,,8,Yasir Arafat,17,1,212.50
9,Scotland,Pakistan,0,Durban,2007-09-12,0,Umar Gul,,-,Umar Gul,0,0,-
0,Pakistan,Scotland,35,Durban,2007-09-12,9,Fraser Watts,,36,DF Watts,46,0,131.42
1,Pakistan,Scotland,4,Durban,2007-09-12,0,Ryan Watson,,9,RR Watson,2,0,50.00
2,Pakistan,Scotland,6,Durban,2007-09-12,0,Navdeep Poonia,,14,NS Poonia,4,0,66.66
3,Pakistan,Scotland,4,Durban,2007-09-12,0,Gavin Hamilton,,7,GM Hamilton,2,0,50.00
4,Pakistan,Scotland,2,Durban,2007-09-12,0,Neil McCallum,,1,NFI McCallum,0,0,0.00
5,Pakistan,Scotland,5,Durban,2007-09-12,0,Dougie Brown,,3,DR Brown,1,0,20.00
6,Pakistan,Scotland,7,Durban,2007-09-12,2,Colin Smith,,8,CJO Smith,11,0,157.14
7,Pakistan,Scotland,31,Durban,2007-09-12,0,Majid Haq,,34,RM Haq,14,0,45.16
8,Pakistan,Scotland,18,Durban,2007-09-12,0,Craig Wright,,14,CM Wright,14,0,77.77
9,Pakistan,Scotland,1,Durban,2007-09-12,0,John Blain,,1,JAR Blain,0,0,0.00
10,Pakistan,Scotland,7,Durban,2007-09-12,2,Dewald Nel,,11,JD Nel,13,0,185.71
0,Bangladesh,West,3,Johannesburg,2007-09-13,0,Chris Gayle,,2,CH Gayle,0,0,0.00
1,Bangladesh,West,52,Johannesburg,2007-09-13,6,Devon Smith,,66,DS Smith,51,0,98.07
2,Bangladesh,West,31,Johannesburg,2007-09-13,3,Shivnarine Chanderpaul,,54,S Chanderpaul,37,2,119.35
3,Bangladesh,West,14,Johannesburg,2007-09-13,2,Marlon Samuels,,17,MN Samuels,27,2,192.85
4,Bangladesh,West,7,Johannesburg,2007-09-13,0,Ramnaresh Sarwan,,13,RR Sarwan,5,0,71.42
5,Bangladesh,West,3,Johannesburg,2007-09-13,0,Denesh Ramdin,,2,D Ramdin,2,0,66.66
6,Bangladesh,West,7,Johannesburg,2007-09-13,1,Dwayne Smith,,7,DR Smith,29,4,414.28
7,Bangladesh,West,2,Johannesburg,2007-09-13,0,Dwayne Bravo,,1,DJ Bravo,2,0,100.00
8,Bangladesh,West,1,Johannesburg,2007-09-13,0,Daren Powell,,1,DBL Powell,1,0,100.00
0,West,Bangladesh,13,Johannesburg,2007-09-13,2,Tamim Iqbal,,17,Tamim Iqbal,10,0,76.92
1,West,Bangladesh,4,Johannesburg,2007-09-13,0,Nazimuddin,,3,Nazimuddin,1,0,25.00
2,West,Bangladesh,49,Johannesburg,2007-09-13,8,Aftab Ahmed,,74,Aftab Ahmed,62,1,126.53
3,West,Bangladesh,27,Johannesburg,2007-09-13,7,Mohammad Ashraful,,43,Mohammad Ashraful,61,3,225.92
4,West,Bangladesh,9,Johannesburg,2007-09-13,1,Shakib Al Hasan,,9,Shakib Al Hasan,13,0,144.44
5,West,Bangladesh,7,Johannesburg,2007-09-13,0,Alok Kapali,,6,Alok Kapali,5,0,71.42
0,Zimbabwe,England,9,Cape Town,2007-09-13,2,Darren Maddy,,8,DL Maddy,14,0,155.55
1,Zimbabwe,England,14,Cape Town,2007-09-13,2,Matt Prior,,21,MJ Prior,20,1,142.85
2,Zimbabwe,England,1,Cape Town,2007-09-13,0,Luke Wright,,1,LJ Wright,0,0,0.00
3,Zimbabwe,England,37,Cape Town,2007-09-13,7,Kevin Pietersen,,41,KP Pietersen,79,4,213.51
4,Zimbabwe,England,28,Cape Town,2007-09-13,1,Paul Collingwood,,33,PD Collingwood,37,2,132.14
5,Zimbabwe,England,13,Cape Town,2007-09-13,0,Andrew Flintoff,,11,A Flintoff,13,1,100.00
6,Zimbabwe,England,8,Cape Town,2007-09-13,0,Owais Shah,,9,OA Shah,11,1,137.50
7,Zimbabwe,England,1,Cape Town,2007-09-13,0,Dimitri Mascarenhas,,2,AD Mascarenhas,0,0,0.00
8,Zimbabwe,England,7,Cape Town,2007-09-13,1,Chris Schofield,,8,CP Schofield,9,0,128.57
9,Zimbabwe,England,2,Cape Town,2007-09-13,0,Stuart Broad,,6,SCJ Broad,1,0,50.00
10,Zimbabwe,England,0,Cape Town,2007-09-13,0,James Anderson,,2,JM Anderson,0,0,-
0,England,Zimbabwe,25,Cape Town,2007-09-13,5,Vusi Sibanda,,32,V Sibanda,29,0,116.00
1,England,Zimbabwe,39,Cape Town,2007-09-13,4,Brendan Taylor,,43,BRM Taylor,47,2,120.51
2,England,Zimbabwe,4,Cape Town,2007-09-13,0,Tatenda Taibu,,4,T Taibu,2,0,50.00
3,England,Zimbabwe,8,Cape Town,2007-09-13,0,Chamu Chibhabha,,12,CJ Chibhabha,5,0,62.50
4,England,Zimbabwe,6,Cape Town,2007-09-13,0,Stuart Matsikenyeri,,3,S Matsikenyeri,2,0,33.33
5,England,Zimbabwe,5,Cape Town,2007-09-13,0,Elton Chigumbura,,9,E Chigumbura,8,1,160.00
6,England,Zimbabwe,23,Cape Town,2007-09-13,1,Hamilton Masakadza,,24,H Masakadza,27,0,117.39
7,England,Zimbabwe,10,Cape Town,2007-09-13,1,Prosper Utseya,,17,P Utseya,13,0,130.00
8,England,Zimbabwe,0,Cape Town,2007-09-13,0,Keith Dabengwa,,1,KM Dabengwa,0,0,-
0,Australia,England,20,Cape Town,2007-09-14,3,Darren Maddy,,33,DL Maddy,20,0,100.00
1,Australia,England,17,Cape Town,2007-09-14,1,Matt Prior,,19,MJ Prior,17,1,100.00
2,Australia,England,6,Cape Town,2007-09-14,0,Luke Wright,,7,LJ Wright,3,0,50.00
3,Australia,England,20,Cape Town,2007-09-14,2,Kevin Pietersen,,30,KP Pietersen,21,0,105.00
4,Australia,England,11,Cape Town,2007-09-14,2,Paul Collingwood,,12,PD Collingwood,18,1,163.63
5,Australia,England,19,Cape Town,2007-09-14,4,Andrew Flintoff,,24,A Flintoff,31,1,163.15
6,Australia,England,13,Cape Town,2007-09-14,0,Owais Shah,,15,OA Shah,14,1,107.69
7,Australia,England,6,Cape Town,2007-09-14,0,Dimitri Mascarenhas,,8,AD Mascarenhas,4,0,66.66
8,Australia,England,4,Cape Town,2007-09-14,0,Chris Schofield,,4,CP Schofield,1,0,25.00
9,Australia,England,3,Cape Town,2007-09-14,0,Stuart Broad,,4,SCJ Broad,1,0,33.33
10,Australia,England,4,Cape Town,2007-09-14,0,James Kirtley,,3,RJ Kirtley,2,0,50.00
0,England,Australia,28,Cape Town,2007-09-14,5,Adam Gilchrist,,36,AC Gilchrist,45,1,160.71
1,England,Australia,43,Cape Town,2007-09-14,11,Matthew Hayden,,61,ML Hayden,67,1,155.81
2,England,Australia,16,Cape Town,2007-09-14,1,Ricky Ponting,,18,RT Ponting,20,1,125.00
3,England,Australia,2,Cape Town,2007-09-14,0,Andrew Symonds,,5,A Symonds,2,0,100.00
0,Pakistan,India,3,Durban,2007-09-14,0,Gautam Gambhir,,2,G Gambhir,0,0,0.00
1,Pakistan,India,3,Durban,2007-09-14,1,Virender Sehwag,,10,V Sehwag,5,0,166.66
2,Pakistan,India,39,Durban,2007-09-14,4,Robin Uthappa,,52,RV Uthappa,50,2,128.20
3,Pakistan,India,4,Durban,2007-09-14,0,Yuvraj Singh,,8,Yuvraj Singh,1,0,25.00
4,Pakistan,India,9,Durban,2007-09-14,2,Dinesh Karthik,,12,KD Karthik,11,0,122.22
5,Pakistan,India,31,Durban,2007-09-14,3,MS Dhoni,,46,MS Dhoni,33,1,106.45
6,Pakistan,India,15,Durban,2007-09-14,0,Irfan Pathan,,11,IK Pathan,20,2,133.33
7,Pakistan,India,4,Durban,2007-09-14,0,Harbhajan Singh,,4,Harbhajan Singh,1,0,25.00
8,Pakistan,India,9,Durban,2007-09-14,2,Ajit Agarkar,,9,AB Agarkar,14,0,155.55
9,Pakistan,India,3,Durban,2007-09-14,0,Sreesanth,,2,S Sreesanth,1,0,33.33
0,India,Pakistan,25,Durban,2007-09-14,2,Salman Butt,,32,Salman Butt,17,0,68.00
1,India,Pakistan,8,Durban,2007-09-14,1,Imran Nazir,,10,Imran Nazir,7,0,87.50
2,India,Pakistan,13,Durban,2007-09-14,1,Kamran Akmal,,25,Kamran Akmal,15,1,115.38
3,India,Pakistan,8,Durban,2007-09-14,0,Younis Khan,,5,Younis Khan,2,0,25.00
4,India,Pakistan,18,Durban,2007-09-14,3,Shoaib Malik,,24,Shoaib Malik,20,0,111.11
5,India,Pakistan,35,Durban,2007-09-14,7,Misbah-ul-Haq,,46,Misbah-ul-Haq,53,1,151.42
6,India,Pakistan,9,Durban,2007-09-14,0,Shahid Afridi,,9,Shahid Afridi,7,0,77.77
7,India,Pakistan,5,Durban,2007-09-14,2,Yasir Arafat,,13,Yasir Arafat,12,0,240.00
0,Kenya,Sri,11,Johannesburg,2007-09-14,1,Upul Tharanga,,12,WU Tharanga,10,0,90.90
1,Kenya,Sri,44,Johannesburg,2007-09-14,11,Sanath Jayasuriya,,65,ST Jayasuriya,88,4,200.00
2,Kenya,Sri,18,Johannesburg,2007-09-14,5,Kumar Sangakkara,,27,KC Sangakkara,30,0,166.66
3,Kenya,Sri,27,Johannesburg,2007-09-14,9,Mahela Jayawardene,,37,DPMD Jayawardene,65,2,240.74
4,Kenya,Sri,4,Johannesburg,2007-09-14,1,Chamara Silva,,6,LPC Silva,5,0,125.00
5,Kenya,Sri,4,Johannesburg,2007-09-14,0,Tillakaratne Dilshan,,8,TM Dilshan,3,0,75.00
6,Kenya,Sri,13,Johannesburg,2007-09-14,3,Jehan Mubarak,,10,J Mubarak,46,5,353.84
7,Kenya,Sri,1,Johannesburg,2007-09-14,0,Gayan Wijekoon,,8,G Wijekoon,1,0,100.00
0,Sri,Kenya,3,Johannesburg,2007-09-14,0,Morris Ouma,,1,MA Ouma,0,0,0.00
1,Sri,Kenya,33,Johannesburg,2007-09-14,1,David Obuya,,61,DO Obuya,18,0,54.54
2,Sri,Kenya,8,Johannesburg,2007-09-14,1,Nehemiah Odhiambo,,11,NN Odhiambo,5,0,62.50
3,Sri,Kenya,22,Johannesburg,2007-09-14,0,Tanmay Mishra,,27,T Mishra,16,1,72.72
4,Sri,Kenya,4,Johannesburg,2007-09-14,0,Steve Tikolo,,2,SO Tikolo,4,0,100.00
5,Sri,Kenya,3,Johannesburg,2007-09-14,0,Collins Obuya,,2,CO Obuya,2,0,66.66
6,Sri,Kenya,25,Johannesburg,2007-09-14,2,Alex Obanda,,20,AA Obanda,21,0,84.00
7,Sri,Kenya,10,Johannesburg,2007-09-14,0,Jimmy Kamande,,10,JK Kamande,4,0,40.00
8,Sri,Kenya,4,Johannesburg,2007-09-14,0,Lameck Onyango,,6,LN Onyango,4,0,100.00
9,Sri,Kenya,5,Johannesburg,2007-09-14,0,Peter Ongondo,,3,PJ Ongondo,3,0,60.00
10,Sri,Kenya,,Johannesburg,2007-09-14,,Thomas Odoyo,,,TM Odoyo,,,
0,Sri,New,16,Johannesburg,2007-09-15,1,Lou Vincent,,21,L Vincent,14,0,87.50
1,Sri,New,12,Johannesburg,2007-09-15,0,Brendon McCullum,,16,BB McCullum,10,0,83.33
2,Sri,New,19,Johannesburg,2007-09-15,1,Peter Fulton,,27,PG Fulton,25,2,131.57
3,Sri,New,43,Johannesburg,2007-09-15,3,Ross Taylor,,59,LRPL Taylor,62,3,144.18
4,Sri,New,3,Johannesburg,2007-09-15,0,Scott Styris,,3,SB Styris,2,0,66.66
5,Sri,New,5,Johannesburg,2007-09-15,0,Craig McMillan,,6,CD McMillan,2,0,40.00
6,Sri,New,19,Johannesburg,2007-09-15,2,Jacob Oram,,30,JDP Oram,33,2,173.68
7,Sri,New,3,Johannesburg,2007-09-15,0,Daniel Vettori,,4,DL Vettori,3,0,100.00
0,New,Sri,25,Johannesburg,2007-09-15,2,Upul Tharanga,,31,WU Tharanga,37,2,148.00
1,New,Sri,44,Johannesburg,2007-09-15,6,Sanath Jayasuriya,,-,ST Jayasuriya,61,3,138.63
2,New,Sri,19,Johannesburg,2007-09-15,1,Kumar Sangakkara,,15,KC Sangakkara,14,0,73.68
3,New,Sri,18,Johannesburg,2007-09-15,4,Mahela Jayawardene,,-,DPMD Jayawardene,35,1,194.44
4,New,Sri,7,Johannesburg,2007-09-15,1,Chamara Silva,,-,LPC Silva,9,0,128.57
0,South,Bangladesh,7,Cape Town,2007-09-15,2,Tamim Iqbal,,9,Tamim Iqbal,8,0,114.28
1,South,Bangladesh,1,Cape Town,2007-09-15,0,Nazimuddin,,4,Nazimuddin,0,0,0.00
2,South,Bangladesh,14,Cape Town,2007-09-15,5,Aftab Ahmed,,15,Aftab Ahmed,36,2,257.14
3,South,Bangladesh,3,Cape Town,2007-09-15,1,Mohammad Ashraful,,3,Mohammad Ashraful,10,1,333.33
4,South,Bangladesh,14,Cape Town,2007-09-15,3,Shakib Al Hasan,,22,Shakib Al Hasan,19,0,135.71
5,South,Bangladesh,35,Cape Town,2007-09-15,0,Alok Kapali,,45,Alok Kapali,14,0,40.00
6,South,Bangladesh,8,Cape Town,2007-09-15,0,Mashrafe Mortaza,,13,Mashrafe Mortaza,12,2,150.00
7,South,Bangladesh,21,Cape Town,2007-09-15,0,Farhad Reza,,24,Farhad Reza,19,2,90.47
8,South,Bangladesh,6,Cape Town,2007-09-15,0,Mushfiqur Rahim,,12,Mushfiqur Rahim,4,0,66.66
9,South,Bangladesh,6,Cape Town,2007-09-15,0,Abdur Razzak,,10,Abdur Razzak,2,0,33.33
10,South,Bangladesh,3,Cape Town,2007-09-15,1,Syed Rasel,,5,Syed Rasel,6,0,200.00
0,Bangladesh,South,34,Cape Town,2007-09-15,6,Graeme Smith,,53,GC Smith,41,0,120.58
1,Bangladesh,South,28,Cape Town,2007-09-15,4,Jean-Paul Duminy,,34,JP Duminy,36,1,128.57
2,Bangladesh,South,29,Cape Town,2007-09-15,3,Albie Morkel,,28,JA Morkel,41,2,141.37
3,Bangladesh,South,15,Cape Town,2007-09-15,1,AB de Villiers,,-,AB de Villiers,14,0,93.33
4,Bangladesh,South,7,Cape Town,2007-09-15,1,Justin Kemp,,-,JM Kemp,12,1,171.42
0,Australia,Bangladesh,40,Cape Town,2007-09-16,3,Tamim Iqbal,,44,Tamim Iqbal,32,0,80.00
1,Australia,Bangladesh,17,Cape Town,2007-09-16,2,Nazimuddin,,21,Nazimuddin,11,0,64.70
2,Australia,Bangladesh,34,Cape Town,2007-09-16,2,Aftab Ahmed,,51,Aftab Ahmed,31,0,91.17
3,Australia,Bangladesh,6,Cape Town,2007-09-16,1,Mohammad Ashraful,,11,Mohammad Ashraful,7,0,116.66
4,Australia,Bangladesh,11,Cape Town,2007-09-16,1,Shakib Al Hasan,,13,Shakib Al Hasan,16,1,145.45
5,Australia,Bangladesh,1,Cape Town,2007-09-16,0,Mashrafe Mortaza,,1,Mashrafe Mortaza,0,0,0.00
6,Australia,Bangladesh,1,Cape Town,2007-09-16,0,Alok Kapali,,1,Alok Kapali,0,0,0.00
7,Australia,Bangladesh,13,Cape Town,2007-09-16,0,Farhad Reza,,13,Farhad Reza,4,0,30.76
8,Australia,Bangladesh,2,Cape Town,2007-09-16,0,Mushfiqur Rahim,,3,Mushfiqur Rahim,3,0,150.00
9,Australia,Bangladesh,0,Cape Town,2007-09-16,0,Abdur Razzak,,2,Abdur Razzak,0,0,-
0,Bangladesh,Australia,28,Cape Town,2007-09-16,1,Adam Gilchrist,,41,AC Gilchrist,43,4,153.57
1,Bangladesh,Australia,48,Cape Town,2007-09-16,9,Matthew Hayden,,51,ML Hayden,73,3,152.08
2,Bangladesh,Australia,8,Cape Town,2007-09-16,0,Ricky Ponting,,9,RT Ponting,6,0,75.00
0,India,New,6,Johannesburg,2007-09-16,0,Lou Vincent,,8,L Vincent,3,0,50.00
1,India,New,31,Johannesburg,2007-09-16,9,Brendon McCullum,,44,BB McCullum,45,0,145.16
2,India,New,23,Johannesburg,2007-09-16,1,Peter Fulton,,28,PG Fulton,21,1,91.30
3,India,New,9,Johannesburg,2007-09-16,0,Ross Taylor,,10,LRPL Taylor,11,1,122.22
4,India,New,4,Johannesburg,2007-09-16,0,Scott Styris,,6,SB Styris,2,0,50.00
5,India,New,23,Johannesburg,2007-09-16,1,Craig McMillan,,35,CD McMillan,44,4,191.30
6,India,New,15,Johannesburg,2007-09-16,2,Jacob Oram,,20,JDP Oram,35,3,233.33
7,India,New,5,Johannesburg,2007-09-16,3,Daniel Vettori,,6,DL Vettori,15,0,300.00
8,India,New,2,Johannesburg,2007-09-16,1,Shane Bond,,1,SE Bond,4,0,200.00
9,India,New,1,Johannesburg,2007-09-16,0,Mark Gillespie,,2,MR Gillespie,0,0,0.00
10,India,New,1,Johannesburg,2007-09-16,0,Jeetan Patel,,1,JS Patel,0,0,0.00
0,New,India,33,Johannesburg,2007-09-16,5,Gautam Gambhir,,45,G Gambhir,51,2,154.54
1,New,India,17,Johannesburg,2007-09-16,6,Virender Sehwag,,24,V Sehwag,40,2,235.29
2,New,India,2,Johannesburg,2007-09-16,0,Robin Uthappa,,3,RV Uthappa,0,0,0.00
3,New,India,20,Johannesburg,2007-09-16,2,MS Dhoni,,31,MS Dhoni,24,0,120.00
4,New,India,7,Johannesburg,2007-09-16,0,Yuvraj Singh,,8,Yuvraj Singh,5,0,71.42
5,New,India,12,Johannesburg,2007-09-16,3,Dinesh Karthik,,18,KD Karthik,17,0,141.66
6,New,India,10,Johannesburg,2007-09-16,2,Irfan Pathan,,9,IK Pathan,11,0,110.00
7,New,India,2,Johannesburg,2007-09-16,0,Ajit Agarkar,,4,AB Agarkar,1,0,50.00
8,New,India,6,Johannesburg,2007-09-16,1,Harbhajan Singh,,7,Harbhajan Singh,7,0,116.66
9,New,India,10,Johannesburg,2007-09-16,4,Sreesanth,,11,S Sreesanth,19,0,190.00
10,New,India,1,Johannesburg,2007-09-16,0,RP Singh,,5,RP Singh,1,0,100.00
0,England,South,13,Cape Town,2007-09-16,4,Graeme Smith,,19,GC Smith,19,0,146.15
1,England,South,4,Cape Town,2007-09-16,0,Jean-Paul Duminy,,5,JP Duminy,0,0,0.00
2,England,South,14,Cape Town,2007-09-16,4,AB de Villiers,,18,AB de Villiers,18,0,128.57
3,England,South,27,Cape Town,2007-09-16,0,Justin Kemp,,39,JM Kemp,21,1,77.77
4,England,South,29,Cape Town,2007-09-16,3,Mark Boucher,,27,MV Boucher,29,0,100.00
5,England,South,1,Cape Town,2007-09-16,0,Shaun Pollock,,2,SM Pollock,0,0,0.00
6,England,South,20,Cape Town,2007-09-16,3,Albie Morkel,,27,JA Morkel,43,4,215.00
7,England,South,7,Cape Town,2007-09-16,0,Vernon Philander,,13,VD Philander,6,0,85.71
8,England,South,5,Cape Town,2007-09-16,1,Johan van der Wath,,9,JJ van der Wath,9,0,180.00
0,South,England,4,Cape Town,2007-09-16,0,Luke Wright,,2,LJ Wright,0,0,0.00
1,South,England,31,Cape Town,2007-09-16,1,Matt Prior,,57,MJ Prior,32,1,103.22
2,South,England,14,Cape Town,2007-09-16,3,Kevin Pietersen,,16,KP Pietersen,15,0,107.14
3,South,England,1,Cape Town,2007-09-16,0,Paul Collingwood,,1,PD Collingwood,0,0,0.00
4,South,England,31,Cape Town,2007-09-16,1,Owais Shah,,44,OA Shah,36,2,116.12
5,South,England,16,Cape Town,2007-09-16,2,Andrew Flintoff,,27,A Flintoff,17,0,106.25
6,South,England,11,Cape Town,2007-09-16,0,Jeremy Snape,,14,JN Snape,7,0,63.63
7,South,England,9,Cape Town,2007-09-16,2,Dimitri Mascarenhas,,9,AD Mascarenhas,15,0,166.66
